checking;duration;history;purpose;amount;employed;installp;marital;coapp;resident;property;age;other;housing;existcr;job;depends;telephon;foreign;savings;good_bad;Target
1;12;2;3;727;2;4;4;1;3;4;33;3;2;1;2;1;2;1;2;bad;1
2;8;2;2;1237;3;3;2;1;4;1;24;3;2;1;3;1;1;1;1;bad;1
2;9;2;0;276;3;4;4;1;4;1;22;3;1;1;2;1;1;1;1;good;0
2;48;2;0;5381;1;3;3;1;4;4;40;1;3;1;1;1;2;1;5;good;0
4;24;2;2;5511;3;4;3;1;1;3;25;2;2;1;3;1;1;1;2;good;0
3;24;2;2;3749;2;2;2;1;4;3;26;3;2;1;3;1;1;1;1;good;0
2;12;2;0;685;4;2;4;1;3;3;25;1;2;1;2;1;1;1;1;bad;1
3;4;2;0;1494;2;1;3;1;2;1;29;3;2;1;2;2;1;2;5;good;0
1;36;1;2;2746;5;4;3;1;4;3;31;1;2;1;3;1;1;1;1;bad;1
1;12;2;2;708;3;2;3;3;3;2;38;3;2;1;2;2;1;1;1;good;0
2;24;2;2;4351;3;1;2;1;4;2;48;3;2;1;2;1;2;1;5;good;0
4;12;4;6;701;3;4;3;1;2;3;32;3;2;2;3;1;1;1;1;good;0
1;15;3;2;3643;5;1;2;1;4;2;27;3;2;2;2;1;1;1;1;good;0
2;30;4;0;4249;1;4;4;1;2;3;28;3;2;2;4;1;1;1;1;bad;1
1;24;2;3;1938;2;4;1;1;3;2;32;3;2;1;3;1;1;1;1;bad;1
1;24;2;1;2910;4;2;3;1;1;4;34;3;3;1;4;1;2;1;1;good;0
1;18;2;2;2659;3;4;3;1;2;3;28;3;2;1;3;1;1;1;4;good;0
4;18;4;0;1028;3;4;2;1;3;1;36;3;2;2;3;1;1;1;1;good;0
1;8;4;0;3398;4;1;3;1;4;1;39;3;2;2;2;1;1;2;1;good;0
4;12;4;2;5801;5;2;3;1;4;2;49;3;1;1;3;1;2;1;5;good;0
4;24;2;0;1525;4;4;2;1;3;3;34;3;2;1;3;2;2;1;4;good;0
3;36;2;3;4473;5;4;3;1;2;3;31;3;2;1;3;1;1;1;1;good;0
2;6;2;3;1068;5;4;3;1;4;3;28;3;2;1;3;2;1;1;1;good;0
1;24;4;1;6615;1;2;3;1;4;4;75;3;3;2;4;1;2;1;1;good;0
4;18;4;6;1864;3;4;2;1;2;1;30;3;2;2;3;1;1;1;2;bad;1
2;60;2;0;7408;2;4;2;1;2;2;24;3;2;1;4;1;1;1;2;bad;1
4;48;4;1;11590;3;2;2;1;4;3;24;1;1;2;2;1;1;1;2;bad;1
1;24;0;2;4110;5;3;3;1;4;4;23;1;1;2;3;2;1;1;1;bad;1
1;6;4;2;3384;3;1;1;1;4;1;44;3;1;1;4;1;2;1;1;bad;1
2;13;2;3;2101;2;2;2;3;4;2;23;3;2;1;2;1;1;1;1;good;0
1;15;2;4;1275;3;4;2;1;2;3;24;3;1;1;3;1;1;1;5;bad;1
1;24;2;2;4169;3;4;3;1;4;2;28;3;2;1;3;1;1;1;1;good;0
2;10;2;2;1521;3;4;1;1;2;3;31;3;2;1;2;1;1;1;1;good;0
2;24;4;6;5743;2;2;2;1;4;4;24;3;3;2;3;1;2;1;1;good;0
1;21;2;2;3599;4;1;2;1;4;3;26;3;1;1;2;1;1;1;1;good;0
2;18;2;3;3213;2;1;4;1;3;1;25;3;1;1;3;1;1;1;3;good;0
2;18;2;9;4439;5;1;3;2;1;1;33;1;2;1;4;1;2;1;1;good;0
3;10;2;0;3949;2;1;3;3;1;2;37;3;2;1;2;2;1;1;1;good;0
4;15;4;3;1459;3;4;2;1;2;3;43;3;2;1;2;1;1;1;1;good;0
2;13;4;3;882;2;4;3;3;4;1;23;3;2;2;3;1;1;1;1;good;0
2;24;2;3;3758;1;1;2;1;4;4;23;3;1;1;1;1;1;1;3;good;0
4;6;3;9;1743;3;1;3;1;2;1;34;3;2;2;2;1;1;1;2;good;0
2;9;4;6;1136;5;4;3;1;3;4;32;3;3;2;3;2;1;1;4;bad;1
4;9;2;4;1236;2;1;2;1;4;1;23;3;1;1;3;1;2;1;1;good;0
2;9;2;2;959;3;1;2;1;2;3;29;3;2;1;3;1;1;2;1;bad;1
4;18;4;1;3229;1;2;3;1;4;4;38;3;2;1;4;1;2;1;5;good;0
1;12;0;3;6199;3;4;3;1;2;2;28;3;1;2;3;1;2;1;1;bad;1
4;10;2;6;727;5;4;3;1;4;4;46;3;3;1;3;1;2;1;3;good;0
2;24;2;0;1246;2;4;3;1;2;1;23;2;2;1;2;1;1;1;1;bad;1
4;12;4;3;2331;5;1;3;2;4;1;49;3;2;1;3;1;2;1;5;good;0
4;36;3;3;4463;3;4;3;1;2;3;26;3;2;2;4;1;2;1;1;bad;1
4;12;2;3;776;3;4;4;1;2;1;28;3;2;1;3;1;1;1;1;good;0
1;30;2;2;2406;4;4;2;1;4;1;23;3;1;1;3;1;1;1;1;bad;1
2;18;2;6;1239;3;4;3;1;4;4;61;3;3;1;3;1;1;1;5;good;0
3;12;2;3;3399;5;2;3;1;3;3;37;3;2;1;4;1;1;1;5;good;0
3;12;3;0;2247;3;2;2;1;2;3;36;2;2;2;3;1;2;1;1;good;0
4;6;2;2;1766;3;1;4;1;2;2;21;3;1;1;3;1;1;1;1;good;0
1;18;2;2;2473;1;4;3;1;1;3;25;3;2;1;1;1;1;1;1;bad;1
4;12;2;9;1542;4;2;3;1;4;3;36;3;2;1;3;1;2;1;1;good;0
4;18;4;1;3850;4;3;3;1;1;3;27;3;2;2;3;1;1;1;1;good;0
1;18;2;2;3650;2;1;2;1;4;3;22;3;1;1;3;1;1;1;1;good;0
1;36;2;2;3446;5;4;3;1;2;3;42;3;2;1;3;2;1;1;1;bad;1
2;18;2;2;3001;4;2;2;1;4;1;40;3;1;1;3;1;1;1;1;good;0
4;36;2;0;3079;3;4;3;1;4;1;36;3;2;1;3;1;1;1;5;good;0
4;18;4;3;6070;5;3;3;1;4;3;33;3;2;2;3;1;2;1;1;good;0
4;10;4;2;2146;2;1;2;1;3;1;23;3;1;2;3;1;1;1;1;good;0
4;60;4;0;13756;5;2;3;1;4;4;63;1;3;1;4;1;2;1;5;good;0
2;60;1;0;14782;5;3;2;1;4;4;60;1;3;2;4;1;2;1;2;bad;1
1;48;1;9;7685;4;2;2;3;4;3;37;3;1;1;3;1;1;1;1;bad;1
4;18;3;3;2320;1;2;4;1;3;1;34;3;2;2;3;1;1;1;1;good;0
4;7;3;3;846;5;3;3;1;4;4;36;3;3;1;3;1;1;1;5;good;0
2;36;2;0;14318;5;4;3;1;2;4;57;3;3;1;4;1;2;1;1;bad;1
4;6;4;0;362;3;4;2;1;4;3;52;3;2;2;2;1;1;1;2;good;0
1;20;2;2;2212;4;4;3;1;4;3;39;3;2;1;3;1;2;1;5;good;0
2;18;2;1;12976;1;3;2;1;4;4;38;3;3;1;4;1;2;1;1;bad;1
4;22;2;0;1283;4;4;2;1;4;2;25;3;1;1;3;1;1;1;5;good;0
3;12;2;0;1330;2;4;3;1;1;1;26;3;2;1;3;1;1;1;1;good;0
4;30;3;9;4272;3;2;3;1;2;2;26;3;2;2;2;1;1;1;2;good;0
4;18;4;3;2238;3;2;2;1;1;3;25;3;2;2;3;1;1;1;1;good;0
4;18;2;3;1126;2;4;2;1;2;1;21;3;1;1;3;1;2;1;5;good;0
2;18;4;2;7374;1;4;3;1;4;2;40;2;2;2;4;1;2;1;1;good;0
2;15;4;9;2326;3;2;3;1;4;3;27;1;2;1;3;1;1;1;3;good;0
4;9;2;9;1449;4;3;2;1;2;3;27;3;2;2;3;1;1;1;1;good;0
4;18;2;0;1820;3;2;4;1;2;2;30;3;2;1;4;1;2;1;1;good;0
2;12;2;2;983;2;1;2;1;4;1;19;3;1;1;2;1;1;1;4;good;0
1;36;2;0;3249;4;2;3;1;4;4;39;1;3;1;4;2;2;1;1;good;0
1;6;4;3;1957;4;1;2;1;4;3;31;3;2;1;3;1;1;1;1;good;0
4;9;4;2;2406;1;2;3;1;3;3;31;3;2;1;4;1;1;1;1;good;0
2;39;3;6;11760;4;2;3;1;3;4;32;3;1;1;3;1;2;1;2;good;0
1;12;2;2;2578;1;3;2;1;4;4;55;3;3;1;4;1;1;1;1;good;0
1;36;4;2;2348;3;3;4;1;2;2;46;3;2;2;3;1;2;1;1;good;0
2;12;2;0;1223;5;1;1;1;1;1;46;3;1;2;3;1;1;1;1;bad;1
4;24;4;3;1516;3;4;2;1;1;1;43;3;2;2;2;1;1;1;4;good;0
4;18;2;3;1473;2;3;4;1;4;1;39;3;2;1;3;1;2;1;1;good;0
2;18;4;9;1887;3;4;4;1;4;1;28;1;2;2;3;1;1;1;5;good;0
4;24;3;9;8648;2;2;3;1;2;3;27;1;2;2;3;1;2;1;1;bad;1
4;14;3;0;802;3;4;3;1;2;3;27;3;2;2;2;1;1;1;1;good;0
2;18;3;0;2899;5;4;3;1;4;3;43;3;2;1;3;2;1;1;5;good;0
2;24;2;3;2039;2;1;4;1;1;2;22;3;2;1;3;1;2;1;1;bad;1
4;24;4;1;2197;4;4;3;1;4;3;43;3;2;2;3;2;2;1;5;good;0
1;15;2;3;1053;2;4;4;1;2;1;27;3;2;1;3;1;1;2;1;good;0
4;24;2;3;3235;5;3;1;1;2;3;26;3;2;1;4;1;2;1;3;good;0
3;12;4;0;939;4;4;4;1;2;1;28;3;2;3;3;1;2;1;3;bad;1
2;24;2;3;1967;5;4;2;1;4;3;20;3;2;1;3;1;2;1;1;good;0
4;33;4;1;7253;4;3;3;1;2;3;35;3;2;2;4;1;2;1;1;good;0
4;12;4;9;2292;1;4;3;1;2;3;42;2;2;2;4;1;2;1;1;bad;1
4;10;2;0;1597;3;3;3;1;2;4;40;3;1;1;2;2;1;2;3;good;0
1;24;2;0;1381;3;4;2;1;2;2;35;3;2;1;3;1;1;1;5;bad;1
4;36;4;1;5842;5;2;3;1;2;2;35;3;2;2;3;2;2;1;1;good;0
1;12;2;0;2579;2;4;3;1;1;1;33;3;2;1;2;2;1;1;1;bad;1
1;18;3;6;8471;3;1;2;1;2;3;23;3;1;2;3;1;2;1;5;good;0
4;21;2;0;2782;4;1;2;1;2;3;31;1;2;1;4;1;1;1;3;good;0
2;18;2;0;1042;3;4;2;1;2;2;33;3;2;1;3;1;1;1;5;bad;1
4;15;2;0;3186;4;2;2;1;3;3;20;3;1;1;3;1;1;1;4;good;0
2;12;2;1;2028;3;4;3;1;2;3;30;3;2;1;3;1;1;1;5;good;0
2;12;4;0;958;4;2;3;1;3;1;47;3;2;2;2;2;1;1;1;good;0
4;21;3;2;1591;4;4;3;1;3;1;34;3;2;2;4;1;1;1;2;good;0
2;12;2;2;2762;5;1;2;1;2;2;25;1;2;1;3;1;2;1;5;bad;1
2;18;2;1;2779;3;1;4;1;3;3;21;3;1;1;3;1;2;1;1;good;0
4;28;4;3;2743;5;4;3;1;2;3;29;3;2;2;3;1;1;1;1;good;0
4;18;4;3;1149;3;4;3;1;3;1;46;3;2;2;3;1;1;1;4;good;0
4;9;2;2;1313;5;1;3;1;4;3;20;3;2;1;3;1;1;1;1;good;0
1;18;4;5;1190;1;2;2;1;4;4;55;3;3;3;1;2;1;1;1;bad;1
4;5;2;9;3448;4;1;3;1;4;1;74;3;2;1;2;1;1;1;1;good;0
2;24;2;0;11328;3;2;3;2;3;3;29;1;2;2;4;1;2;1;1;bad;1
1;6;4;2;1872;1;4;3;1;4;4;36;3;3;3;4;1;2;1;1;good;0
4;24;4;5;2058;3;4;1;1;2;1;33;3;2;2;3;1;2;1;1;good;0
1;9;2;2;2136;3;3;3;1;2;1;25;3;2;1;3;1;1;1;1;good;0
2;12;2;3;1484;3;2;4;1;1;1;25;3;2;1;3;1;2;1;5;bad;1
4;6;2;5;660;4;2;4;1;4;1;23;3;1;1;2;1;1;1;3;good;0
4;24;4;0;1287;5;4;2;1;4;1;37;3;2;2;3;1;2;1;4;good;0
1;42;4;5;3394;1;4;3;2;4;3;65;3;2;2;1;1;1;1;1;good;0
3;12;1;9;609;2;4;2;1;1;1;26;3;2;1;1;1;1;1;1;bad;1
4;12;2;0;1884;5;4;3;1;4;3;39;3;2;1;4;1;2;1;1;good;0
1;12;2;2;1620;3;2;2;2;3;2;30;3;2;1;3;1;1;1;1;good;0
2;20;3;0;2629;3;2;3;1;3;3;29;1;2;2;3;1;2;1;1;good;0
4;12;2;6;719;5;4;3;1;4;3;41;1;2;1;2;2;1;1;1;bad;1
2;48;4;2;5096;3;2;2;1;3;3;30;3;2;1;4;1;2;1;1;bad;1
4;9;4;6;1244;5;4;2;1;4;2;41;3;1;2;2;1;1;1;5;good;0
1;36;2;0;1842;2;4;2;1;4;3;34;3;2;1;3;1;2;1;1;bad;1
2;7;2;3;2576;3;2;3;3;2;1;35;3;2;1;3;1;1;1;1;good;0
3;12;2;2;1424;5;3;2;1;4;1;55;3;2;1;4;1;2;1;5;good;0
2;15;3;5;1512;3;3;4;1;3;2;61;2;2;2;3;1;1;1;4;bad;1
4;36;4;1;11054;3;4;3;1;2;3;30;3;2;1;4;1;2;1;5;good;0
4;6;2;3;518;3;3;2;1;1;1;29;3;2;1;3;1;1;1;1;good;0
4;12;0;2;2759;5;2;3;1;4;2;34;3;2;2;3;1;1;1;1;good;0
4;24;2;1;2670;5;4;3;1;4;3;35;3;2;1;4;1;2;1;1;good;0
1;24;2;0;4817;4;2;3;2;3;2;31;3;2;1;3;1;2;1;1;bad;1
4;24;2;1;2679;2;4;2;1;1;4;29;3;2;1;4;1;2;1;1;good;0
1;11;4;0;3905;3;2;3;1;2;1;36;3;1;2;3;2;1;1;1;good;0
1;12;2;1;3386;5;3;3;1;4;4;35;3;3;1;3;1;2;1;1;bad;1
1;6;2;4;343;2;4;2;1;1;1;27;3;2;1;3;1;1;1;1;good;0
4;18;2;3;4594;2;3;3;1;2;3;32;3;2;1;3;1;2;1;1;good;0
1;36;2;2;3620;3;1;3;3;2;2;37;3;2;1;3;2;1;1;1;good;0
1;15;2;0;1721;2;2;3;1;3;1;36;3;2;1;3;1;1;1;1;good;0
2;12;2;2;3017;2;3;2;1;1;1;34;3;1;1;4;1;1;1;1;good;0
2;12;2;8;754;5;4;3;1;4;2;38;3;2;2;3;1;1;1;5;good;0
4;18;2;9;1950;4;4;3;1;1;3;34;2;2;2;3;1;2;1;1;good;0
1;24;2;1;2924;3;3;3;3;4;4;63;1;2;1;3;2;2;1;1;good;0
1;24;3;3;1659;2;4;2;1;2;3;29;3;1;1;2;1;2;1;1;bad;1
4;48;3;3;7238;5;3;3;1;3;3;32;1;2;2;3;2;1;1;5;good;0
4;33;3;9;2764;3;2;2;1;2;3;26;3;2;2;3;1;2;1;1;good;0
4;24;3;1;4679;4;3;3;1;3;3;35;3;2;2;2;1;2;1;1;good;0
2;24;2;3;3092;2;3;4;1;2;3;22;3;1;1;3;1;2;1;2;bad;1
1;6;2;6;448;2;4;2;1;4;2;23;3;2;1;3;1;1;1;1;bad;1
1;9;2;0;654;3;4;3;1;3;3;28;3;2;1;2;1;1;1;1;bad;1
4;6;2;8;1238;1;4;3;1;4;2;36;3;2;1;4;2;2;1;5;good;0
2;18;4;3;1245;3;4;4;1;2;3;33;3;2;1;3;1;1;1;1;bad;1
1;18;0;2;3114;2;1;2;1;4;2;26;3;1;1;3;1;1;1;1;bad;1
4;39;2;1;2569;3;4;3;1;4;3;24;3;2;1;3;1;1;1;3;good;0
3;24;2;3;5152;4;4;3;1;2;3;25;1;2;1;3;1;1;1;1;good;0
2;12;2;9;1037;4;3;3;1;4;1;39;3;2;1;2;1;1;1;2;good;0
1;15;4;2;1478;5;4;3;1;4;3;44;3;2;2;3;2;2;1;1;good;0
2;12;4;3;3573;3;1;2;1;1;1;23;3;2;1;2;1;1;1;1;good;0
2;24;2;0;1201;2;4;3;1;1;2;26;3;2;1;3;1;1;1;1;good;0
1;30;2;2;3622;5;4;2;1;4;2;57;3;1;2;3;1;2;1;4;good;0
4;15;3;2;960;4;3;2;1;2;2;30;3;2;2;3;1;1;1;4;good;0
4;12;4;0;1163;3;4;3;1;4;1;44;3;2;1;3;1;2;1;3;good;0
2;6;3;0;1209;1;4;3;1;4;2;47;3;2;1;4;1;2;1;1;bad;1
4;12;2;3;3077;3;2;3;1;4;3;52;3;2;1;3;1;2;1;1;good;0
4;24;2;0;3757;5;4;2;2;4;4;62;3;3;1;3;1;2;1;1;good;0
4;10;2;0;1418;3;3;3;1;2;1;35;3;1;1;2;1;1;2;2;good;0
4;6;2;0;3518;3;2;3;3;3;2;26;3;1;1;3;1;1;1;1;good;0
4;12;4;3;1934;5;2;3;1;2;4;26;3;2;2;3;1;1;1;1;good;0
2;27;0;9;8318;5;2;2;1;4;4;42;3;3;2;4;1;2;1;1;bad;1
4;6;4;3;1237;3;1;2;1;1;2;27;3;2;2;3;1;1;1;2;good;0
2;6;2;3;368;5;4;3;1;4;2;38;3;2;1;3;1;1;1;5;good;0
1;12;4;0;2122;3;3;3;1;2;1;39;3;1;2;2;2;1;2;1;good;0
1;24;2;2;2996;3;2;4;1;4;3;20;3;2;1;3;1;1;1;5;bad;1
2;36;2;2;9034;2;4;3;2;1;4;29;3;1;1;4;1;2;1;2;bad;1
4;24;4;2;1585;4;4;3;1;3;2;40;3;2;2;3;1;1;1;1;good;0
2;18;2;3;1301;5;4;4;3;2;1;32;3;2;1;2;1;1;1;1;good;0
3;6;4;0;1323;5;2;1;1;4;3;28;3;2;2;3;2;2;1;2;good;0
1;24;2;0;3123;2;4;2;1;1;2;27;3;2;1;3;1;1;1;1;bad;1
1;36;2;1;5493;5;2;3;1;4;4;42;3;3;1;3;2;1;1;1;good;0
3;9;2;3;1126;5;2;1;1;4;1;49;3;2;1;3;1;1;1;2;good;0
2;24;4;3;1216;2;4;3;1;4;4;38;1;2;2;3;2;1;1;2;bad;1
1;24;2;0;1207;2;4;2;1;4;2;24;3;1;1;3;1;1;1;1;bad;1
4;10;2;0;1309;3;4;3;3;4;2;27;3;2;1;2;1;1;1;5;bad;1
3;15;4;1;2360;3;2;3;1;2;3;36;3;2;1;3;1;2;1;3;good;0
2;15;1;0;6850;1;1;3;1;2;2;34;3;2;1;4;2;2;1;2;bad;1
4;24;2;3;1413;3;4;4;1;2;2;28;3;2;1;3;1;1;1;1;good;0
4;39;2;1;8588;5;4;3;1;2;3;45;3;2;1;4;1;2;1;2;good;0
1;12;2;0;759;4;4;3;1;2;1;26;3;2;1;3;1;1;1;1;bad;1
4;36;2;1;4686;3;2;3;1;2;4;32;3;3;1;4;1;2;1;1;good;0
3;15;2;9;2687;4;2;3;1;4;2;26;3;1;1;3;1;2;1;1;good;0
2;12;3;3;585;3;4;4;2;4;1;20;3;1;2;3;1;1;1;1;good;0
4;24;2;0;2255;2;4;3;1;1;2;54;3;2;1;3;1;1;1;5;good;0
1;6;4;0;609;4;4;2;1;3;2;37;3;2;2;3;1;1;2;1;good;0
1;6;4;0;1361;2;2;3;1;4;1;40;3;2;1;2;2;1;2;1;good;0
4;36;4;2;7127;2;2;2;1;4;2;23;3;1;2;3;1;2;1;1;bad;1
1;6;2;0;1203;5;3;3;1;2;2;43;3;2;1;3;1;2;1;2;good;0
4;6;4;3;700;5;4;3;1;4;4;36;3;3;2;3;1;1;1;5;good;0
4;24;4;5;5507;5;3;3;1;4;4;44;3;3;2;3;1;1;1;1;good;0
1;18;2;3;3190;3;2;2;1;2;1;24;3;2;1;3;1;1;1;1;bad;1
1;48;0;2;7119;3;3;3;1;4;4;53;3;3;2;3;2;1;1;1;bad;1
4;24;2;1;3488;4;3;2;1;4;3;23;3;2;1;3;1;1;1;2;good;0
2;18;2;3;1113;3;4;2;3;4;1;26;3;2;1;2;2;1;1;1;good;0
2;26;2;1;7966;2;2;3;1;3;3;30;3;2;2;3;1;1;1;1;good;0
4;15;4;6;1532;3;4;2;1;3;3;31;3;2;1;3;1;1;1;2;good;0
4;4;4;3;1503;4;2;3;1;1;1;42;3;2;2;2;2;1;1;1;good;0
1;36;2;3;2302;3;4;1;1;4;3;31;3;1;1;3;1;1;1;1;bad;1
1;6;2;0;662;2;3;3;1;4;1;41;3;2;1;2;2;2;1;1;good;0
2;36;2;6;2273;4;3;3;1;1;3;32;3;2;2;3;2;1;1;1;good;0
2;15;2;0;2631;3;2;2;1;4;3;28;3;1;2;3;1;2;1;2;bad;1
4;12;3;1;1503;3;4;4;1;4;1;41;3;1;1;3;1;1;1;1;good;0
4;24;2;3;1311;4;4;4;1;3;2;26;3;2;1;3;1;2;1;2;good;0
4;24;2;3;3105;2;4;3;1;2;3;25;3;2;2;3;1;1;1;5;good;0
3;21;4;6;2319;2;2;1;1;1;3;33;3;1;1;3;1;1;1;1;bad;1
1;6;2;0;1374;1;4;2;1;3;2;75;3;2;1;4;1;2;1;5;good;0
2;18;4;2;3612;5;3;2;1;4;2;37;3;2;1;3;1;2;1;1;good;0
1;48;2;0;7763;5;4;3;1;4;4;42;1;3;1;4;1;1;1;1;bad;1
3;18;2;2;3049;2;1;2;1;1;2;45;2;2;1;2;1;1;1;1;good;0
2;12;2;3;1534;2;1;4;1;1;1;23;3;1;1;3;1;1;1;1;bad;1
4;24;3;0;2032;5;4;3;1;4;4;60;3;3;2;3;1;2;1;1;good;0
1;30;2;2;6350;5;4;3;1;4;2;31;3;2;1;3;1;1;1;5;bad;1
3;18;2;2;2864;3;2;3;1;1;1;34;3;2;1;2;2;1;1;1;bad;1
4;12;4;0;1255;5;4;3;1;4;1;61;3;2;2;2;1;1;1;1;good;0
1;24;3;0;1333;1;4;3;1;2;1;43;3;3;2;3;2;1;1;1;bad;1
4;24;4;0;2022;3;4;2;1;4;3;37;3;2;1;3;1;2;1;1;good;0
4;24;2;3;1552;4;3;3;1;1;3;32;1;2;1;3;2;1;1;1;good;0
1;12;1;3;626;3;4;2;1;4;1;24;1;2;1;2;1;1;1;1;bad;1
4;48;4;1;8858;4;2;3;1;1;4;35;3;3;2;3;1;2;1;5;good;0
4;12;4;5;996;4;4;2;1;4;1;23;3;2;2;3;1;1;1;5;good;0
4;6;1;3;1750;5;2;3;1;4;2;45;1;2;1;2;2;1;1;3;good;0
1;48;2;3;6999;4;1;4;3;1;1;34;3;2;2;3;1;2;1;1;bad;1
2;12;4;0;1995;2;4;3;1;1;3;27;3;2;1;3;1;1;1;2;good;0
2;9;2;6;1199;4;4;2;1;4;2;67;3;2;2;4;1;2;1;1;good;0
2;12;2;3;1331;2;2;3;1;1;3;22;2;2;1;3;1;1;1;1;bad;1
2;18;0;0;2278;2;3;2;1;3;3;28;3;2;2;3;1;1;1;2;bad;1
4;21;0;0;5003;3;1;2;1;4;2;29;1;2;2;3;1;2;1;5;bad;1
1;24;1;2;3552;4;3;3;1;4;3;27;1;2;1;3;1;1;1;1;bad;1
2;18;4;2;1928;2;2;3;1;2;1;31;3;2;2;2;1;1;1;1;bad;1
1;24;2;1;2964;5;4;3;1;4;4;49;1;3;1;3;2;2;1;5;good;0
1;24;1;3;1546;4;4;3;3;4;3;24;1;1;1;2;1;1;1;1;bad;1
3;6;3;3;683;2;2;2;1;1;2;29;1;2;1;3;1;1;1;1;good;0
2;36;2;0;12389;3;1;3;1;4;4;37;3;3;1;3;1;2;1;5;bad;1
2;24;3;9;4712;3;4;3;1;2;2;37;1;2;2;4;1;2;1;5;good;0
2;24;3;3;1553;4;3;2;1;2;2;23;3;1;2;3;1;2;1;2;good;0
1;12;2;0;1372;4;2;1;1;3;3;36;3;2;1;3;1;1;1;1;bad;1
4;24;4;3;2578;5;2;3;1;2;3;34;3;2;1;3;1;1;1;4;good;0
2;48;2;3;3979;4;4;3;1;1;3;41;3;2;2;3;2;2;1;5;good;0
1;48;2;3;6758;3;3;2;1;2;3;31;3;2;1;3;1;2;1;1;bad;1
1;24;2;2;3234;2;4;2;1;4;1;23;3;1;1;2;1;2;1;1;bad;1
4;30;4;3;5954;4;3;3;2;2;3;38;3;2;1;3;1;1;1;1;good;0
4;24;2;1;5433;1;2;2;1;4;2;26;3;1;1;4;1;2;1;5;good;0
1;15;2;9;806;3;4;2;1;4;2;22;3;2;1;2;1;1;1;1;good;0
2;9;2;3;1082;5;4;3;1;4;3;27;3;2;2;2;1;1;1;1;good;0
4;15;4;2;2788;4;2;2;2;3;3;24;1;2;2;3;1;1;1;1;good;0
2;12;2;3;2930;4;2;2;1;1;1;27;3;2;1;3;1;1;1;1;good;0
4;24;4;6;1927;3;3;2;1;2;3;33;3;2;2;3;1;2;1;5;good;0
2;36;4;0;2820;2;4;1;1;4;3;27;3;2;2;3;1;1;1;1;bad;1
4;24;2;8;937;2;4;4;1;3;3;27;3;2;2;2;1;1;1;1;good;0
2;18;4;0;1056;5;3;3;3;3;1;30;1;2;2;3;1;1;1;1;bad;1
2;12;4;0;3124;2;1;3;1;3;1;49;1;2;2;2;2;1;1;1;good;0
4;9;2;2;1388;3;4;2;1;2;1;26;3;1;1;3;1;1;1;1;good;0
2;36;2;5;2384;2;4;3;1;1;4;33;3;1;1;2;1;1;1;1;bad;1
4;12;2;0;2133;5;4;2;1;4;4;52;3;3;1;4;1;2;1;5;good;0
1;18;2;2;2039;3;1;2;1;4;1;20;1;1;1;3;1;1;1;1;bad;1
1;9;4;0;2799;3;2;3;1;2;1;36;3;1;2;3;2;1;1;1;good;0
1;12;2;2;1289;3;4;3;3;1;2;21;3;2;1;2;1;1;1;1;good;0
1;18;2;4;1217;3;4;4;1;3;1;47;3;2;1;2;1;2;1;1;bad;1
1;12;4;2;2246;5;3;3;1;3;2;60;3;2;2;3;1;1;1;1;bad;1
1;12;4;3;385;4;4;2;1;3;1;58;3;2;4;2;1;2;1;1;good;0
2;24;3;0;1965;3;4;2;1;4;3;42;3;1;2;3;1;2;1;5;good;0
4;21;2;9;1572;5;4;2;1;4;1;36;1;2;1;2;1;1;1;4;good;0
2;24;2;0;2718;3;3;2;1;4;2;20;3;1;1;2;1;2;1;1;bad;1
1;24;1;0;1358;5;4;3;1;3;3;40;2;2;1;4;1;2;1;5;bad;1
2;6;1;0;931;2;1;2;1;1;2;32;2;2;1;2;1;1;1;2;bad;1
1;24;2;0;1442;4;4;2;1;4;3;23;3;1;2;3;1;1;1;1;bad;1
2;24;0;9;4241;3;1;3;1;4;1;36;3;2;3;2;1;2;1;1;bad;1
4;18;4;0;2775;4;2;3;1;2;2;31;1;2;2;3;1;1;1;1;bad;1
4;24;3;9;3863;3;1;3;1;2;4;32;3;3;1;3;1;1;1;1;good;0
2;7;2;3;2329;2;1;2;3;1;1;45;3;2;1;3;1;1;1;1;good;0
2;9;2;2;918;3;4;2;1;1;2;30;3;2;1;3;1;1;1;1;bad;1
2;24;1;6;1837;4;4;2;1;4;4;34;1;3;1;2;1;1;1;1;bad;1
4;36;2;2;3349;3;4;2;1;2;3;28;3;2;1;4;1;2;1;1;bad;1
3;10;2;2;1275;2;4;2;1;2;2;23;3;2;1;3;1;1;1;1;good;0
1;24;1;2;2828;3;4;3;1;4;1;22;2;2;1;3;1;2;1;3;good;0
4;24;4;9;4526;3;3;3;1;2;1;74;3;2;1;4;1;2;1;1;good;0
2;36;2;3;2671;3;4;2;2;4;4;50;3;3;1;3;1;1;1;2;bad;1
4;18;2;3;2051;2;4;3;1;1;1;33;3;2;1;3;1;1;1;1;good;0
4;15;2;1;1300;5;4;3;1;4;4;45;1;3;1;3;2;1;1;5;good;0
1;12;2;4;741;1;4;2;1;3;2;22;3;2;1;3;1;1;1;2;bad;1
3;10;2;0;1240;5;1;2;1;4;4;48;3;3;1;2;2;1;1;2;bad;1
1;21;2;3;3357;2;4;2;1;2;3;29;1;2;1;3;1;1;1;4;good;0
1;24;1;1;3632;3;1;2;3;4;3;22;1;1;1;3;1;1;2;1;good;0
4;18;3;2;1808;4;4;2;1;1;1;22;3;2;1;3;1;1;1;1;bad;1
